url,movie_name,actor_name,hindi_diag,english_diag,cat
http://www.filmyquotes.com/movies/598, Bhoothnath Returns,Amitabh Bachchan,Vote dena usko chahiye joh sabse zyada pasand ho ... par dena padta hai usse joh sabse kam napasand ho,We need to vote for someone whom we like the most ... but unfortunately we have to vote for someone whom we dislike the least,Politics
http://www.filmyquotes.com/movies/598, Bhoothnath Returns,Amitabh Bachchan,Is desh ki population ke mann ke andar sirf frustration hai ... system ki is constipation se bahar yeh situation hai ki har jagah saturation hai ... public yeh jaanna chahti hai ki is intoxication ka justification kya hai ... right to information hai lekin us par objection hai ... police ke power hai lekin uska limitation hai ... jiske paas designation hai uske paas intention nahi aur jiske paas suggestion hai uske paas position nahi ... aaise mein janta kya kare yeh mera question hai,"There is only frustration in the hearts of the population of this country ... the situation outside the constipation of the system is that, there is saturation everywhere ... the public wants to know what is the justification for this intoxication ... there is right to information but there is an objection on that ... the police has power but it also has limitations ... the one who has the designation doesn't have the intention and the one who has the suggestion doesn't have the position ... so in this case what should the people do, is my question","Government,Police"
http://www.filmyquotes.com/movies/598, Bhoothnath Returns,Amitabh Bachchan,Kabhi kabhi burai ka anth burai khud hi kar daalti hai,Sometimes evil itself ends what is evil,Drama
http://www.filmyquotes.com/movies/598, Bhoothnath Returns,Amitabh Bachchan,Aadmi bura kaam is liye karta hai kyun ki uske dil ke andar achhai ka darr nahi hota ... jis din iske andar ki burai achhai se darne lagegi ... us din se har bura kaam karne se pehle yeh dus baar sochega,"A person does evil things because there is no fear of virtue in him ... the day the evil within him starts to fear his virtue ... from that day onwards, before doing anything evil he will think 10 times",Inspiration
http://www.filmyquotes.com/movies/763, Bobby Jasoos,Category: ,Har computer ki wahich kahani ... kahin porn star toh kahin sapnon ki rani,Every computer has the same story ... somewhere there is a porn star and somewhere there is a queen of dreams,"Adult,Comedy"
http://www.filmyquotes.com/movies/763, Bobby Jasoos,Category: ,Cool banne ke chakkar mein kulfi jamne waali hai aaj,In trying to become cool she is going to turn into an ice cream today,Comedy
http://www.filmyquotes.com/movies/763, Bobby Jasoos,Vidya Balan,Baap ka dil har waqt kadak nahi ... aksar majboor hota hai,The heart of a father is not always tough ... it is often helpless,"Parents,Drama"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Shraddha Kapoor,"Dil ko zubaan, aankhon ko sapne mil gaye ... aashiqui mein, zindagi ko mainne mil gaye","The heart got a language, the eyes got dreams ... in love, life got its meaning","Shayari,Romance,Life"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Yeh zindagi chal toh rahi thi ... par tere aane se maine jeena shuru kiya,This life was going on ... but I started living since you came,"Life,Romance"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Main marne ke liye nahi peeta ... peene ke liye marta hoon,I don't drink to die ... I die to drink,"Food & Drinks,Comedy"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Shraddha Kapoor,Tumhare ishq se bani hoon main ... pehle zinda thi ... ab jee rahi hoon main,I am made from your love ... first I was alive ... now I am living,"Shayari,Romance"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,"Pyar, mohabbat, aashiqui sirf lafzon ke sivah aur kuch nahi ... par jab woh mili ... in lafzon ko mainne mil gaye","Love, romance, passion are nothing else but words ... but when I met her ... these words got the value",Romance
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Main aaine mein apna chehra bhool sakta hoon ... tumhara kabhi nahi,I forget my face in the mirror ... but I can't forget yours,Romance
http://www.filmyquotes.com/movies/403, Aashiqui 2,Shraddha Kapoor,Mere bure waqt mein tum the mere saath ... ab agar achche waqt mein tum nahi ... toh yeh waqt bhi mujhe nahi chahiye,Your were with me in my bad times ... and now if you aren't there in my good times ... then I don't want this time also,"Time,Drama"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Yeh aadat ab nahi jaane waali hai ... yeh toh woh biwi hai joh saath rehkar satayegi aur talaq bhi nahi degi,"This habit will not go away now ... she is like a wife who will stay together and trouble, and also won't give a divorce","Husband & Wife,Comedy"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,"Shaurat, naam, kamyabi, paisa, izzat ussi ko milni chahiye jise uski kadar ho ... roti ussi ko milni chahiye jise uski bhook ho","One should get wealth, name, success, money, respect only if they care for it ... and one should get food only if they are hungry for it","Money,Food & Drinks"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Duniya ke sabse behtareen aur mashoor kalakar woh log hote hai jinki apni ek ada hoti hai ... woh ada joh kisi ki nakal karne se nahi aati ... woh ada joh unke saath janam leti hai,The best and famous performers of this world are those people who have their own style ... the style that doesn't come by imitating others ... the style that is born with them,"Inspiration,World & Universe"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Apni kamyabi ko itna chota mat samjho ... sirf naseeb waalo ko naseeb hoti hai yeh,Don't consider your success small ... only people with good luck get it,"Victory & Success,Luck & Destiny,Inspiration"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Jinhe kuch nahi chahiye hota hai na ... woh apna kaam bahut zimmedari se karte hai,Those who don't want anything ... they do their work with a lot of responsibility,"Job & Career,Drama"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Main us tarah ki ladkiyon se is tarah ki baatein nahi karta,I don't talk like this to girls of that kind,"Women,Comedy"
http://www.filmyquotes.com/movies/403, Aashiqui 2,Category: ,Aksar chirag wohi bhujate hai ... joh pehle usse roshan karte hai,Usually those people turn off the lamps ... who start it in the first place,
http://www.filmyquotes.com/movies/403, Aashiqui 2,Mahesh Thakur,Bimaar ke saath koi bimaar nahi ho jaata,One does not get sick with the sick,Drama
http://www.filmyquotes.com/movies/403, Aashiqui 2,Mahesh Thakur,"Star toh wohi ban sakta hai ... jiski aawaz sunkar, jiske geet sunkar ... dil kahe seeti maar","Only he can become a star ... who voice when you hear, whose song when you hear ... your heart says to whistle",Comedy
http://www.filmyquotes.com/movies/403, Aashiqui 2,Aditya Roy Kapur,Chaand ko chuhne ka waqt aah gaya hai,The time has come to touch the moon,"World & Universe,Time"
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Category: ,Dosti woh hoti hai joh jeena sikhati hai ... marna nahi,Friendship is something that teaches you how to live ... and not how to die,
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Prabhu Deva,"Tum sab wohi dance karoge joh pura India karta hai ... woh dance joh sab ko baanta nahi, kareeb lata hai ... woh dance jisse dekh ke chup chap baith nahi sakte, joh sabko nachane par majboor kar deta hai ... wohi dance joh saalon se karte aaye ho, hamesha karte ho, shaadion mein karte ho, India jab cricket match jeetta hai tab karte ho, Ganpati visarjan mein karte ho ... wohi ek dance discipline se nahi hota ... hota hai sirf dil se ... ""ABCD"" - Any Body Can Dance!","You all will do the dance that the entire India does ... the dance that doesn't divide you, but brings you closer ... the dance after watching which you can't sit quiet, and it compels everyone to dance ... the dance that you have been doing since years, the one that you always do, the one that you do in weddings, the one that you do when India wins a cricket match, the one that you do at Lord Ganesh immersion ... that one dance doesn't have any discipline ... it comes from the heart ... ""ABCD"" - Any Body Can Dance!","Dance,Sports & Games,Religion & God"
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Category: ,Is baar stage pe na laye angaar ... toh sochna hum sab bangaar,If this time we don't get fire on the stage ... then consider us useless,
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Prabhu Deva,Dance apne aap mein ek nasha hai ... jab yeh nasha ho toh aur koi nasha kar nahi sakte,Dance by itself is intoxication ... and when this intoxication is there then you can't have any other intoxication,Dance
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Category: ,"Aye biscuit, aur ek baar chapri bola na saale ... chai mein dubo dungi, idhar-hich dhila hoke tapak jayega","Hey you biscuit, if you call me loafer one more time ... then I'll dip you in tea, and you'll get wet and you'll drop right here","Rowdyism,Comedy"
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Category: ,Itna bhari software download karoge ... toh in sab ki hard disk crash ho jayegi,If you download such a heavy software ... then all their hard disk will crash,Comedy
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Ganesh Acharya,Tu dil pe jhadu aur aankhon pe poocha maarke soja,"You sweep your heart, mop your eyes and go to sleep",Comedy
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Category: ,Apun ka khopi ka jhopdi satka na ... toh tera hasti ka basti mitt jayega,If the hut in my mind goes crazy ... then I will erase the existence of your colony,House
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Ganesh Acharya,Bank account mein paisa nahi hai toh kya hua ... idhar sukoon ka fixed deposit hai,So what if I don't have money in my bank account ... I have a fixed deposit of peace here,Money
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Category: ,"Aakhe body pe nahi lagaya angaar, toh apun bangaar","If I don't get fire in your whole body, then I am useless",Comedy
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Ganesh Acharya,"Mana isne naam nahi kamaya, mana isne rupaiya paisa nahi kamaya ... lekin ameer aadmi hai ... kyun ki isne ek dost kamaya","I agree that he hasn't earned a name, I agree that he hasn't earned money ... but he is still rich ... because he has earned a friend","Money,Friendship"
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Prabhu Deva,Bharose ke bina kisi ke saath dance nahi kiya ja sakta,You can't dance with anyone without trusting them,Dance
http://www.filmyquotes.com/movies/913, ABCD: Any Body Can Dance,Ganesh Acharya,Teri naak nikaal ke peeche daal doonga ... saale soong soong ke wahi mar jayega,I will remove your nose and put it in your back side ... bloody you will die right there with the smell,"Adult,Comedy"
http://www.filmyquotes.com/movies/724, Akaash Vani,Category: ,"Humne joh ki thi mohabbat aaj bhi hai ... teri zulfon ke saaye ki chahat aaj bhi hai ... raat katti hai aaj bhi khayalon mein tere ... deewanon si woh meri haalat aaj bhi hai ... kisi aur ke tasavvur ko uthti nahi, baimaan aankhon mein thodi si sharafat aaj bhi hai ... chaha ki ek baar chahe phir chhod dena tu ... dil todh tujhe jaane ki izaazat aaj bhi hai","The love that I had still exists today ... the passion for the shade from your hair still exists today ... even today the night passes by with your thoughts ... and my condition is like crazy even today ... I cannot imagine anyone else, because there is a little bit of honesty left in those eyes even today ... I wished that you loved me for once and then leave ... since the permission for you to break my heart and go still exists today",Romance
http://www.filmyquotes.com/movies/724, Akaash Vani,Nushrat Bharucha,Koi galati itni badi nahi hoti ... jisse zinda rakhne ke liye zindagi ka gala ghoont diya jaye,No mistake is so big that ... to keep it alive we need to squeeze the throat of life,"Drama,Life"
http://www.filmyquotes.com/movies/724, Akaash Vani,Kartik Tiwari,Woh aaj humse mile anjaano ki tarah ... hum yunhi raah take baithe the deewanon ki tarah ... har nigaah mein aur door chale jaate hai ... humse nazar churate hai baimaanon ki tarah ... hum yunhi raah take baithe the deewanon ki tarah,She met me today like a stranger ... I was waiting for her like crazy ... in every sight she kept going farther away ... she was avoiding me with dishonesty ... I was waiting for her like crazy,"Poem,Romance"
http://www.filmyquotes.com/movies/724, Akaash Vani,Nushrat Bharucha,Pyar toh sabko hota hai ... par poora kahan sabka hota hai,Everyone falls in love ... but not everyone gets it fulfilled,Romance
http://www.filmyquotes.com/movies/724, Akaash Vani,Kartik Tiwari,"Woh kehte hain kabhi aur, kabhi aur hota nahi ... dil bhi toh nadan unke sivah kahin aur khota nahi ... hum mangte hai ek saans, ek dhadkan, ek nigaah ... woh kabhi aur de jaate hai ... par yeh kambakht kabhi aur, kabhi aur hota nahi","She says sometime else, but that sometime never comes ... even my silly heart doesn't go anywhere else other than her ... I ask for one breathe, one heartbeat, one sight ... but this crazy sometime else never comes","Poem,Romance"
http://www.filmyquotes.com/movies/724, Akaash Vani,Kartik Tiwari,Raat kitni hi bhayanak kyun na ho ... subah zaroor hoti hai,No matter how dangerous the night is ... the morning definitely comes,"Horror,Drama"
http://www.filmyquotes.com/movies/724, Akaash Vani,Kartik Tiwari,"Tum kya leke aaye the, kya leke jaoge ... nange chale aaye the, nange hi chale jaoge",What did you get and what will you take with you ... you had come naked and you'll go naked,"Shayari,Comedy"
http://www.filmyquotes.com/movies/724, Akaash Vani,Kartik Tiwari,Teri zulfon se chanti aati bulb ki roshni ko dekh aaisa laga ... jaise kisi jharoke se chaand jhaank raha ho,Looking at the filtered light of the bulb coming from your hair it feels as if ... the moon is peeping from some window,"Shayari,Romance,Comedy"
http://www.filmyquotes.com/movies/724, Akaash Vani,Nushrat Bharucha,Jaane kya baat hai usmein joh mujhe kisi aur mein nazar nahi aati ... kya kashish hai un aankhon mein ki main nazar hata nahi paati ... kya hai joh mujhe har pal hairan kiya karta hai ... kya hai joh main tasavvur se mitta nahi paati,I don't know what quality is there that I don't see in others ... what attraction is there in those eyes that I can't take my eyes of it ... what is it that keeps me worried all the time ... what is it that I can't erase with imagination,"Poem,Romance"
http://www.filmyquotes.com/movies/724, Akaash Vani,Kartik Tiwari,Honeymoon is a three letter word ... S-E-X,Honeymoon is a three letter word ... S-E-X,"Adult,Comedy"
http://www.filmyquotes.com/movies/446, Aurangzeb,Rishi Kapoor,Behisaab power ya beshumar paisa ... in dono mein se mujhe ek toh chahiye,Outrageous power or abundant money ... I need either one of the two,"Rowdyism,Money"
http://www.filmyquotes.com/movies/446, Aurangzeb,Rishi Kapoor,Baadshahat bhaichare ko nahi dekhti,Kingship knows no kinship,"Royal,Family"
http://www.filmyquotes.com/movies/446, Aurangzeb,Arjun Kapoor,Ladaiyan sasti nahi hoti ... aur agar sasti hoti toh har koi nahi ladh leta,Battles are not cheap ... if they were cheap then everyone would fight,"War & Battle,Drama"
http://www.filmyquotes.com/movies/446, Aurangzeb,Tanvi Azmi,Apno ki keemat sapno se zyada hoti hai,The value of family is greater than dreams,"Family,Dreams"
http://www.filmyquotes.com/movies/446, Aurangzeb,Prithviraj Sukumaran,Khoon aur pasina neeche ki taraf behte hai ... magar paisa upar ki taraf,Blood and sweat flow downwards ... but money flows upwards,"Money,Drama"
http://www.filmyquotes.com/movies/446, Aurangzeb,Prithviraj Sukumaran,Empires ki neev laashon par hi rakhi jaati hai,The foundation of empires is built on dead bodies,Drama
http://www.filmyquotes.com/movies/446, Aurangzeb,Prithviraj Sukumaran,Pasina bahane se kai achcha hai khoon bahao ... apna nahi doosro ka,It is better to shed blood than sweat ... not your own but of others,Action
http://www.filmyquotes.com/movies/751, Bajatey Raho,Ranvir Shorey,Agar yeh paise fridge mein rakhte hai ... toh dahi kya bank mein jamate hai,If these guys keep money in the fridge ... then do make yogurt in the bank,"Money,Food & Drinks,Comedy"
http://www.filmyquotes.com/movies/751, Bajatey Raho,Category: ,Is game mein timing sahi honi chahiye,The timing must be right in this game,Time
http://www.filmyquotes.com/movies/751, Bajatey Raho,Category: ,"Gusse kaante ko, kaante se hi nikalna padta hai","A thorn that goes in, can only be removed with a thorn",
http://www.filmyquotes.com/movies/751, Bajatey Raho,Tusshar Kapoor,Staff hi malik ko banata hai ... malik staff ko nahi,The staff makes the boss ... the boss doesn't make the staff,Job & Career
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Mere seene mein dil nahi dost ... jigar hai jigar ... aur woh kabhi tootta nahi,I don't have a heart in my chest ... I have courage ... and that never breaks,"Courage,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Lagda hai teri ragon mein khoon nahi ... rabri daud di hai rabri,Looks like blood does not flow through your veins ... instead sweets flow,"Food & Drinks,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Tum abhi bachchi ho ... badi ho jao jaldi ... zindagi bitani hai tumhare saath,You are still a kid ... grow up quickly ... because I want to spend my life with you,"Romance,Life,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Duniya ke saare kamyaab chor suit boot hi pehente hai ... joh nahi pehente woh pakde jaate hai,"All the successful thieves in this world wear a suit and shoes ... those who don't, get caught","Thief & Criminal,Clothes & Shoes,Drama"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Aaj tak maine ek hi insaan se pyar kara hai ... khud se ... par ab tum se bhi karoonga aur palang todh pyar karoonga,Till today I've only loved one person ... myself ... but now I will love you also and that to beyond limits,"Romance,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Mera kaam toh pyar se hota hai ... hathyaar se nahi,My work is done with love ... not with a weapon,Drama
http://www.filmyquotes.com/movies/489, Besharam,Category: ,Galat kaam karne ka koi bhi tarika sahi kaise ho sakta hai?,How can anyway of doing a wrong thing be right?,
http://www.filmyquotes.com/movies/489, Besharam,Javed Jaffrey,"Jab do haathon se taali baj rahi ho, toh beech mein mooh nahi gusedhte bachche ... ungliyan chap sakti hai gaalon pe","When someone is clapping with two hands, then you should not push your face in between ... the impression of fingers will get drawn on your cheeks",Comedy
http://www.filmyquotes.com/movies/489, Besharam,Category: ,Driver toh totta hai ... ek dent nahi hai poori body mein,The driver is beautiful ... she doesn't have a single mark on her body,Comedy
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Mechanic doctor hota hai ... gaddion da doctor,A mechanic is a doctor ... a doctor of cars,"Transportation,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Javed Jaffrey,Ek baar main sauda kar leta hoon toh paise vapas nahi leta,Once I make a deal then I don't take the money back,"Business,Money"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Mari hui murgi ka bhav aaj kal zyada hai,Nowadays the price of a dead chicken is more than a live one,"Animals & Birds,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Ranbir Kapoor,Mere dhande mein do cheez ki zaroorat hai ... himmat aur talent,In my business you need two things ... courage and talent,"Business,Courage,Inspiration"
http://www.filmyquotes.com/movies/489, Besharam,Rishi Kapoor,Pyazz ki kheti kar rakhi hai mooh mein,You are growing onions in your mouth,"Food & Drinks,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Neetu Singh,"Once a chor, always a chor","Once a thief, always a thief","Thief & Criminal,Comedy"
http://www.filmyquotes.com/movies/489, Besharam,Rishi Kapoor,Chal jaldi se jhappi maar jawani waali,"Come on, quickly give me a young hug",Comedy
http://www.filmyquotes.com/movies/489, Besharam,Category: ,Tere phone ke cell na zyada hi charge ho rakhe hai,The cells in your phone are supercharged,Comedy
http://www.filmyquotes.com/movies/510, Bhaag Milkha Bhaag,Category: ,Log burre nahi hote hai ... haalaat burre hote hai,People are not bad ... the situations are bad,
http://www.filmyquotes.com/movies/510, Bhaag Milkha Bhaag,Pavan Malhotra,Paisa kamane ke liye bhi ... paise ki zaroorat hoti hai,To earn money ... you need money,Money
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Aftab Shivdasani,Deewano ki baatein sirf deewane samajhte hai,Only people in love can understand what people in love say,Romance
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Sharad Kelkar,Is baat mein koi shak nahi ke gulaab ka koi jawab nahi ... khubsoorat hote hai is liye bhi aur kaanton ke beech khilte hai is liye bhi,There is no doubt that a rose flower is amazing ... because it is beautiful and also because it grows up in the middle of thorns,"Flowers & Trees,Drama"
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Aftab Shivdasani,"Sab kuch hai mere paas saans lene ke liye, zindagi guzaarne ke liye ... par zindagi jeene ke liye kuch bhi nahi",I have everything needed to breathe and live ... but I don't have anything to live life,"Life,Drama"
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Sharad Kelkar,Pyar karne waalo ko bewakoof banana kitna aasaan hai,It is so easy to fool people in love,Comedy
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Category: ,"Zindagi mein chahe kuch bhi ho jaye ... jeene ke liye hamesha kahin na kahin, koi na koi, wajah zaroor hoti hai","No matter what happens in life ... somewhere, somehow, there is always a reason behind living life",Drama
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Category: ,Kudrat ka ussool hai ... ki ek atma do shareeron mein nahi reh sakti,It is the rule of nature ... that one soul cannot stay in two bodies,Drama
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Category: ,Har buri aatma ka ek iraada hota hai,Every bad soul has an intention,Drama
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Category: ,Woh sach joh duniya ko jhoota lage ... usse daba hi dena chahiye,A truth that the world thinks is a lie ... should be buried,"Lies & Cheating,Drama"
http://www.filmyquotes.com/movies/572, 1920: Evil Returns,Category: ,Taqleef jab hoti hai ... tabhi vishwas hota hai,When you suffer ... only then you believe,
http://www.filmyquotes.com/movies/713, Agent Vinod,Saif Ali Khan,Jhoot main bol nahi sakta ... aur sach tum pakad logi,I can't say the lie ... and you'll catch the truth,"Lies & Cheating,Truth & Honesty"
http://www.filmyquotes.com/movies/713, Agent Vinod,Category: ,"Sharaabi hai, laundibaaz hai ... ek gandi aadat aur hai ... imaandar hai","He is an alcoholic, he runs behind girls ... he has one more bad habit ... he is honest",
http://www.filmyquotes.com/movies/414, Agneepath (2012),Sanjay Dutt,Tum kya leke aaye the ... aur kya leke jaoge,What did you bring ... and what will you take and go,Inspiration
http://www.filmyquotes.com/movies/414, Agneepath (2012),Hrithik Roshan,Daru peena buri baat hai ... peeke bottal ko mauke padh chhod dena ... aur buri baat hai,Drinking alcohol is bad ... but leaving the bottle on the spot after drinking ... is even worse,"Food & Drinks,Comedy"
http://www.filmyquotes.com/movies/414, Agneepath (2012),Hrithik Roshan,Lambe khel mein chote mohron ki zaroorat nahi hoti,In a long game small pawns are not needed,"Sports & Games,Drama"
http://www.filmyquotes.com/movies/414, Agneepath (2012),Sanjay Dutt,"Na moh, na maya, na mamta ka bandhan ... bus anand hi anand","I don't have endearment, illusion and affection ... I only have happiness",Happiness
http://www.filmyquotes.com/movies/414, Agneepath (2012),Sanjay Dutt,"Aaj ke jeevan ka doosra naam hai ... rokda, paisa, maal","The other name for today's life is ... cash, money, wealth","Life,Money"
http://www.filmyquotes.com/movies/414, Agneepath (2012),Om Puri,Jis din police ki vardi ka saath pakda ... us din darr ka saath chod diya,The day I took company of the police uniform ... the same day I left the company of fear,"Police,Drama"
http://www.filmyquotes.com/movies/414, Agneepath (2012),Sanjay Dutt,"Yere yere pausa, tula deto paisa ... paisa saala khota, paus aala motha","Oh rain do come, I'll give you money ... the money was bloody fake, and the rain came fast","Poem,Weather,Money"
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Jacky Bhagnani,"Hum mehnat kash is duniya se jab apna hissa mangenge ... ek bagh nahi, ek khet nahi, hum sari duniya mangenge","When we hard working people will ask for our share from this world ... not a park, not a field, but we'll ask for the entire world","Shayari,World & Universe"
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Jacky Bhagnani,Agar aap ek aaisa product banaye jiski demand aaj hai ... toh aap late hai ... product woh hona chahiye jiski demand kal hogi,If you are making a product which has demand today ... then you're late ... a product should be something which will be in demand tomorrow,"Business,Inspiration"
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Jacky Bhagnani,Sabse gareeb toh woh hota hai jiski aankhon mein sapna na ho,The one who does not have a dream in his eyes is the most poorest person,Dreams
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Category: ,Baap toh aaise hi hote hai ... khushiyon ka har tukda baant dete hai bachchon mein ... lekin gham ka ek katra bhi nahi choone dete,Fathers are like this only ... they distribute every bit of happiness with their children ... but they don't let even a drop of sadness touch them,"Sadness,Parents"
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Darshan Jariwala,Is duniya mein sabse sachchi daulat hai duayon ki daulat,The most real wealth in this world is the wealth of prayers,"Inspiration,Money"
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Jacky Bhagnani,Sirf pyar kaafi nahi hota hai ... pyar ko nibhane ke liye commitment bhi hona chahiye,Only love is not enough ... we also need to have commitment to fulfill that love,Romance
http://www.filmyquotes.com/movies/1138, Ajab Gazabb Love,Category: ,"Kisi ka pati doctor hota hai, kisi ka pati contractor hota hai ... mera pati toh calculator hai","Someone's husband is a doctor, someone's husband is a contractor ... my husband is a calculator","Job & Career,Comedy"
http://www.filmyquotes.com/movies/916, B.A. Pass,Category: ,Bheej bowte hi phal khane ke sapne nahi dekhne chahiye ... kabhi kabhi pedh nahi bhi ughte hai,You shouldn't dream about eating the fruits right after you sow the seed ... sometimes a tree doesn't grow,"Food & Drinks,Dreams"
http://www.filmyquotes.com/movies/916, B.A. Pass,Category: ,"Maa baap ka jaldi marna kabhi hadsa nahi lagta, kabhi maut nahi lagti ... sirf dokha lagta hai","The early death of parents doesn't feel like an incident, doesn't feel like death ... it only feels like betrayal",Parents
http://www.filmyquotes.com/movies/916, B.A. Pass,Shilpa Shukla,Sikhaya maine ... maze sab lenge,I've taught you ... but others will enjoy,Adult
http://www.filmyquotes.com/movies/916, B.A. Pass,Category: ,Time time ki baat hai ... time badalne mein time nahi lagta,It's all about time ... and it doesn't take time for time to change,
http://www.filmyquotes.com/movies/916, B.A. Pass,Shilpa Shukla,Doosron ki khushi ke liye toh waise bhi bahut kuch karna padta hai ... apne liye kuch kar,As it is one has to do a lot for the happiness of others ... do something for yourself,Happiness
http://www.filmyquotes.com/movies/916, B.A. Pass,Category: ,Dopahar mein sona ... kismat pe rona,To sleep in the afternoon ... is to cry on your destiny,Comedy
http://www.filmyquotes.com/movies/916, B.A. Pass,Category: ,"English, economics, political science ya history ... koi ek subject padna nahi tha naseeb mein ... naseeb mein thi in sab ki khichdi ... B.A. pass","English, economics, political science or history ... to study any one subject was not in my destiny ... there was a mix-up of all these in my destiny ... B.A. (Bachelor of Arts) pass",Luck & Destiny
http://www.filmyquotes.com/movies/916, B.A. Pass,Category: ,"Yeh Delhi hai, yahan har koi chor hai ... yahan achche time mein plot katte hai, burre time mein jeb aur kharab time mein gale","This is Delhi, and everyone here is a thief ... here people cut plots in good times, cut pockets in bad times and cut throats in the worst times","Thief & Criminal,Time"
http://www.filmyquotes.com/movies/248, Barfi,Category: ,Kisne kaha pyar sirf ek hi baar hota hai?,Who said love happens only once?,
http://www.filmyquotes.com/movies/248, Barfi,Ileana D'Cruz,Life mein sabse bada risk hota hai ... kabhi koi risk na lena,The biggest risk in life is ... to never take any risk,"Life,Inspiration"
http://www.filmyquotes.com/movies/248, Barfi,Ileana D'Cruz,Khamoshi bhi pyar ki zubaan hoti hai,Even silence is a language of love,Romance
http://www.filmyquotes.com/movies/1427, Barood: The Fire,Raju Srivastav,Arre vaah Ramji chori kya banai ... kahin rasgulla aur kahin malai,Oh lord Ram you have created great women ... somewhere there is rasgulla (dessert) and somewhere there is malai (cream),"Shayari,Food & Drinks,Women"
http://www.filmyquotes.com/movies/1427, Barood: The Fire,Sudhir,"Kya husn hai, kya jawaani hai ... yeh ladki hai ya pariyon ki rani hai","What a beautiful body, what youthfulness ... is she a girl or a queen of fairies","Shayari,Women"
http://www.filmyquotes.com/movies/1427, Barood: The Fire,Kiran Kumar,Dhaal se chuka bandar aur baat se chuka aadmi ... kabhi bharose ke kabil nahi hote,A monkey that slips from a branch and a person that slips from his words ... can never be trusted,"Animals & Birds,Drama"
http://www.filmyquotes.com/movies/1427, Barood: The Fire,Category: ,Khel mein haare hue khiladi aur jua mein haare hue juari ... dono hi mere kisi kaam ke nahi,A player who loses in a game and a gambler who loses in gambling ... both are of no use to me,"Gambling,Defeat & Failure"
http://www.filmyquotes.com/movies/229, 7 Khoon Maaf,Priyanka Chopra,Jisse tairna aata hota ho ... usse doobkar atmahatya karne ki koshish nahi karni chahiye,One who knows to swim ... should not attempt suicide by trying to drown,Drama
